"","Nfu.Gene.ID","Nfu.Gene.symbol.nfu2015","Nfu.Gene.symbol.garhum"
"489","Nfu_g_1_000489","CLUH","zgc:152873"
"490","Nfu_g_1_000490","PAF1","paf1"
"491","Nfu_g_1_000491","","olfcs1"
"492","Nfu_g_1_000492","MED17","MED17"
"493","Nfu_g_1_000493","SPA17","SPA17"
"494","Nfu_g_1_000494","TAF15","TAF15"
"495","Nfu_g_1_000495","SLC19A3A","SLC19A3 (1 of 2)"
"496","Nfu_g_1_000496","CNTN5","cntn5"
"497","Nfu_g_1_000497","APBB1","APBB1"
"498","Nfu_g_1_000498","MTUS2","mtus2"
"499","Nfu_g_1_000499","FOLH1","FOLH1"
"500","Nfu_g_1_000500","CABZ01068244.1","CABZ01068244.1"
"501","Nfu_g_1_000501","SERPINI1","serpini1"
"502","Nfu_g_1_000502","","tmem120a"
"503","Nfu_g_1_000503","TUBD1","tubd1"
"504","Nfu_g_1_000504","FUT4","FUT9 (1 of 16)"
"505","Nfu_g_1_000505","CHCHD2 (2 OF 2)","chchd2"
"506","Nfu_g_1_000506","DHX36","DHX36"
"507","Nfu_g_1_000507","DSCAML1","DSCAML1"
"508","Nfu_g_1_000508","RTN4RL1B","rtn4rl1b"
"509","Nfu_g_1_000509","WBSCR22","wbscr22"
"510","Nfu_g_1_000510","PICALML","picalm"
"511","Nfu_g_1_000511","OLA.20960","cldn17"
"512","Nfu_g_1_000512","",""
"513","Nfu_g_1_000513","SPRED3","SPRED2 (2 of 2)"
"514","Nfu_g_1_000514","IFT80","ift80"
"515","Nfu_g_1_000515","SEL1L3","si:dkey-24p1.6"
"516","Nfu_g_1_000516","SI:CH211-113A14.10","wu:fe38f03"
"517","Nfu_g_1_000517","V2RX3","v2rx3"
"518","Nfu_g_1_000518","SIPA1L3","SIPA1L3"
"519","Nfu_g_1_000519","HSPA8","hspa8l"
"520","Nfu_g_1_000520","NUMA1","CU655961.2"
"521","Nfu_g_1_000521","","pvrl1a"
"522","Nfu_g_1_000522","CABZ01084505.1","CABZ01084505.1"
"523","Nfu_g_1_000523","HIC1","hic1"
"524","Nfu_g_1_000524","","v2ra16"
"525","Nfu_g_1_000525","TXNDC17","txndc17"
"526","Nfu_g_1_000526","KBTBD3","KBTBD3"
"527","Nfu_g_1_000527","C18H19ORF54","C18H19orf54"
"528","Nfu_g_1_000528","PROCA1","PROCA1"
"529","Nfu_g_1_000529","SLC8A2B","slc8a2b"
"530","Nfu_g_1_000530","NDUFC2","NDUFC2"
"531","Nfu_g_1_000531","CDON","cdon"
"532","Nfu_g_1_000532","","zgc:153372"
"533","Nfu_g_1_000533","CRYBA1A","cryba1a"
"534","Nfu_g_1_000534","C18H19ORF47","C18H19orf47"
"535","Nfu_g_1_000535","DOCK10","DOCK10"
"536","Nfu_g_1_000536","C2CD3","C2CD3"
"537","Nfu_g_1_000537","","CU929403.1"
"538","Nfu_g_1_000538","CU929403.1","olfcj1"
"539","Nfu_g_1_000539","EIF3K","EIF3K"
"540","Nfu_g_1_000540","POR (1 OF 2)","POR (2 of 2)"
"541","Nfu_g_1_000541","NAPA","napa"
"542","Nfu_g_1_000542","OLA.5237","dhrs11a"
"543","Nfu_g_1_000543","TRAPPC6BL","trappc6bl"
"544","Nfu_g_1_000544","OAF","oaf"
"545","Nfu_g_1_000545","VPS37D","VPS37C"
"546","Nfu_g_1_000546","ROBO1 (2 OF 3)","robo1"
"547","Nfu_g_1_000547","","v2rh14"
"548","Nfu_g_1_000548","CABZ01044346.1","CR848033.1"
"549","Nfu_g_1_000549","SRSF1 (1 OF 2)","srsf1b"
"550","Nfu_g_1_000550","LHFP","lhfp"
"551","Nfu_g_1_000551","CABZ01070631.1","FCHSD2 (5 of 5)"
"552","Nfu_g_1_000552","SYTL2","SYTL2 (2 of 2)"
"553","Nfu_g_1_000553","LIM2.3","lim2.1"
"554","Nfu_g_1_000554","","v2ra16"
"555","Nfu_g_1_000555","BCKDHA","bckdha"
"556","Nfu_g_1_000556","B3GALTLA","b3galtla"
"557","Nfu_g_1_000557","KPNA4","kpna4"
"558","Nfu_g_1_000558","BCL7B","bcl7bb"
"559","Nfu_g_1_000559","","or115-15"
"560","Nfu_g_1_000560","DNAAF1","dnaaf1"
"561","Nfu_g_1_000561","AL929092.1","WDR49"
"562","Nfu_g_1_000562","DYRK1AB","dyrk1ab"
"563","Nfu_g_1_000563","BACH1","BACH1"
"564","Nfu_g_1_000564","","si:dkey-10h3.1"
"565","Nfu_g_1_000565","SLC46A1","slc46a1"
"566","Nfu_g_1_000566","CR381630.1","CR381630.1"
"567","Nfu_g_1_000567","GBE1 (1 OF 2)","GBE1 (1 of 2)"
"568","Nfu_g_1_000568","CAMKK1 (2 OF 2)","CAMKK1 (2 of 2)"
"569","Nfu_g_1_000569","HERC1","HERC4"
"570","Nfu_g_1_000570","CR848025.1","CR848025.1"
"571","Nfu_g_1_000571","",""
"572","Nfu_g_1_000572","MRE11A","mre11a"
"573","Nfu_g_1_000573","SLC33A1","slc33a1"
"574","Nfu_g_1_000574","","CR388163.2"
"575","Nfu_g_1_000575","","bmp2b"
"576","Nfu_g_1_000576","CWF19L2","cwf19l2"
"577","Nfu_g_1_000577","TLCD2","tlcd2"
"578","Nfu_g_1_000578","NMD3","nmd3"
"579","Nfu_g_1_000579","GUCA1C","guca1c"
"580","Nfu_g_1_000580","","olfcd3"
"581","Nfu_g_1_000581","","zgc:110333"
"582","Nfu_g_1_000582","MME","MMEL1"
"583","Nfu_g_1_000583","CU694319.1","MSANTD4"
"584","Nfu_g_1_000584","SCN3B","scn3b"
"585","Nfu_g_1_000585","CAPN12","capn12"
"586","Nfu_g_1_000586","ROBO1 (3 OF 3)","robo2"
"587","Nfu_g_1_000587","",""
"588","Nfu_g_1_000588","","si:dkey-47k20.7"
"589","Nfu_g_1_000589","RRP8","RRP8"
"590","Nfu_g_1_000590","SI:DKEY-14D8.20","si:dkey-14d8.20"
"591","Nfu_g_1_000591","GRIK4","grik4"
"592","Nfu_g_1_000592","","BX927308.2"
"593","Nfu_g_1_000593","DIABLO (1 OF 3)","DIABLO (1 of 2)"
"594","Nfu_g_1_000594","POSTNB","postnb"
"595","Nfu_g_1_000595","CUL3 (1 OF 2)","cul3a"
"596","Nfu_g_1_000596","","zgc:172282"
"597","Nfu_g_1_000597","",""
"598","Nfu_g_1_000598","THYN1","thyn1"
"599","Nfu_g_1_000599","BLOC1S3","zgc:114034"
"600","Nfu_g_1_000600","DCKL1B","dckl1b"
"601","Nfu_g_1_000601","OTOL1 (2 OF 2)","OTOL1 (2 of 2)"
"602","Nfu_g_1_000602","SLC7A1 (2 OF 2)","slc7a1"
"603","Nfu_g_1_000603","AGFG1A","agfg1a"
"604","Nfu_g_1_000604","","hipk3a"
"605","Nfu_g_1_000605","","v2rx1"
"606","Nfu_g_1_000606","CU633910.1","CU633910.1"
"607","Nfu_g_1_000607","IGSF9B (4 OF 4)","igsf9ba"
"608","Nfu_g_1_000608","LPAR6A","lpar6a"
"609","Nfu_g_1_000609","LAMTOR1","LAMTOR1"
"610","Nfu_g_1_000610","BRCA2","brca2"
"611","Nfu_g_1_000611","","wu:fk08b02"
"612","Nfu_g_1_000612","MAP6 (1 OF 2)","MAP6 (2 of 2)"
"613","Nfu_g_1_000613","",""
"614","Nfu_g_1_000614","FAM222B (1 OF 2)","FAM222B (1 of 2)"
"615","Nfu_g_1_000615","","zgc:112083"
"616","Nfu_g_1_000616","","CR626889.2"
"617","Nfu_g_1_000617","TRPC4","TRPC4 (1 of 2)"
"618","Nfu_g_1_000618","TMEM136A","TMEM136 (3 of 3)"
"619","Nfu_g_1_000619","",""
"620","Nfu_g_1_000620","PPM1LB","ppm1la"
"621","Nfu_g_1_000621","RWDD2B","rwdd2b"
"622","Nfu_g_1_000622","CR925772.2","CR925772.2"
"623","Nfu_g_1_000623","GOLIM4A","golim4a"
"624","Nfu_g_1_000624","","si:dkey-47k20.7"
"625","Nfu_g_1_000625","NOX4","nox1"
"626","Nfu_g_1_000626","","CU929403.1"
"627","Nfu_g_1_000627","MLNR","CABZ01037007.1"
"628","Nfu_g_1_000628","C18H3ORF33","C18H3orf33"
"629","Nfu_g_1_000629","BCL9L","bcl9l"
"630","Nfu_g_1_000630","PCP4","pcp4b"
"631","Nfu_g_1_000631","TRIP12","trip12"
"632","Nfu_g_1_000632","","si:ch211-136a13.1"
"633","Nfu_g_1_000633","DDX51","ddx51"
"634","Nfu_g_1_000634","UBE4A","ube4a"
"635","Nfu_g_1_000635","NUP88","nup88"
"636","Nfu_g_1_000636","SH2B2","SH2B2"
"637","Nfu_g_1_000637","ARHGEF26","arhgef16"
"638","Nfu_g_1_000638","NEK8","nek8"
"639","Nfu_g_1_000639","GPR132","zgc:152692"
"640","Nfu_g_1_000640","ESAM (1 OF 2)","ESAM (1 of 2)"
"641","Nfu_g_1_000641","CR382327.3","AL935293.1"
"642","Nfu_g_1_000642","PLCH1","plch1"
"643","Nfu_g_1_000643","URB1","URB1 (2 of 2)"
"644","Nfu_g_1_000644","ARHGEF17 (1 OF 2)","ARHGEF17"
"645","Nfu_g_1_000645","NCAM1B","ncam1b"
"646","Nfu_g_1_000646","STARD13B","stard13b"
"647","Nfu_g_1_000647","CR954145.1","PVRL3 (2 of 2)"
"648","Nfu_g_1_000648","",""
"649","Nfu_g_1_000649","HNRNPA0",""
"650","Nfu_g_1_000650","","zgc:110333"
"651","Nfu_g_1_000651","CLPTM1","clptm1"
"652","Nfu_g_1_000652","RTN2A","rtn2a"
"653","Nfu_g_1_000653","ALCAMB","alcamb"
"654","Nfu_g_1_000654","USP16","usp16"
"655","Nfu_g_1_000655","B3GALTLA","b3galtlb"
"656","Nfu_g_1_000656","BACE2","bace2"
"657","Nfu_g_1_000657","CABZ01041002.1","CABZ01041002.1"
"658","Nfu_g_1_000658","","v2ra16"
"659","Nfu_g_1_000659","PPP2R1B","ppp2r1a"
"660","Nfu_g_1_000660","WASLB","wasla"
"661","Nfu_g_1_000661","CR788231.1","CR788231.1"
"662","Nfu_g_1_000662","RAB30","rab30"
"663","Nfu_g_1_000663","FREM2B","frem2b"
"664","Nfu_g_1_000664","MAML2","MAML2"
"665","Nfu_g_1_000665","RPA1","rpa1"
"666","Nfu_g_1_000666","APLP2","aplp2"
"667","Nfu_g_1_000667","C15H11ORF57","C15H11orf57"
"668","Nfu_g_1_000668","TP53RK","tp53rk"
"669","Nfu_g_1_000669","GRIK1 (1 OF 2)","GRIK1 (1 of 2)"
"670","Nfu_g_1_000670","CABZ01072338.1","CABZ01078919.1"
"671","Nfu_g_1_000671","INPPL1A","inppl1a"
"672","Nfu_g_1_000672","SLC19A3B","slc19a3"
"673","Nfu_g_1_000673","SLC46A1","slc46a1"
"674","Nfu_g_1_000674","RHOUB","rhoub"
"675","Nfu_g_1_000675","",""
"676","Nfu_g_1_000676","IGSF9BA",""
"677","Nfu_g_1_000677","TADA2A","tada2a"
"678","Nfu_g_1_000678","GOSR1","gosr1"
"679","Nfu_g_1_000679","TTC36","ttc36"
"680","Nfu_g_1_000680","GUCY1A2","GUCY1A2"
"681","Nfu_g_1_000681","TTC9B","ttc9b"
"682","Nfu_g_1_000682","CABZ01033130.1","MFSD1"
"683","Nfu_g_1_000683","C3ORF52",""
"684","Nfu_g_1_000684","JAM3A","jam3a"
"685","Nfu_g_1_000685","ROBO2","robo2"
"686","Nfu_g_1_000686","DIXDC1A","dixdc1a"
"687","Nfu_g_1_000687","YWHAG2","ywhag2"
"688","Nfu_g_1_000688","GLOD4","glod4"
"689","Nfu_g_1_000689","CUX1A","cux1a"
"690","Nfu_g_1_000690","","BX511080.1"
"691","Nfu_g_1_000691","FZD4","fzd4"
"692","Nfu_g_1_000692","SCN4BA","scn4ba"
"693","Nfu_g_1_000693","CTSC","ctsc"
"694","Nfu_g_1_000694","FOXN1","foxn1"
"695","Nfu_g_1_000695","","calm1b"
"696","Nfu_g_1_000696","SLC1A5","slc1a5"
"697","Nfu_g_1_000697","FBXO40 (1 OF 3)","FBXO40 (2 of 2)"
"698","Nfu_g_1_000698","DIABLO (2 OF 2)","DIABLO (1 of 2)"
"699","Nfu_g_1_000699","TYR","tyr"
"700","Nfu_g_1_000700","","olfch1"
"701","Nfu_g_1_000701","EGLN2","egln2"
"702","Nfu_g_1_000702","YPEL2","BX571762.1"
"703","Nfu_g_1_000703","VSTM5","VSTM5"
"704","Nfu_g_1_000704","","v2ra18"
"705","Nfu_g_1_000705","TMPRSS13","tmprss13a"
"706","Nfu_g_1_000706","SCARF1","scarf1"
"707","Nfu_g_1_000707","CU655970.1","SYNRG"
"708","Nfu_g_1_000708","MCAMB","MCAM (1 of 3)"
"709","Nfu_g_1_000709","FOLR4","FOLR4"
"710","Nfu_g_1_000710","ARHGEF12 (2 OF 2)","ARHGEF12 (1 of 2)"
"711","Nfu_g_1_000711","","CR626889.2"
"712","Nfu_g_1_000712","FAM124B","FAM124B"
"713","Nfu_g_1_000713","ZPLD1 (2 OF 2)","ZPLD1 (2 of 2)"
"714","Nfu_g_1_000714","ACTN4","actn1"
"715","Nfu_g_1_000715","","CU929403.1"
"716","Nfu_g_1_000716","MRAP","mrap"
"717","Nfu_g_1_000717","P2RY6","P2RY6"
"718","Nfu_g_1_000718","GDPD1","gdpd1"
"719","Nfu_g_1_000719","ROBO3 (2 OF 2)","ROBO3 (2 of 3)"
"720","Nfu_g_1_000720","TRPC6B","trpc6b"
"721","Nfu_g_1_000721","GRIA4A","gria4a"
"722","Nfu_g_1_000722","KIAA1377","si:dkey-3b8.4"
"723","Nfu_g_1_000723","V2RX1","v2rx1"
"724","Nfu_g_1_000724","STRN4","strn4"
"725","Nfu_g_1_000725","RCBTB2","rcbtb2"
"726","Nfu_g_1_000726","VPS26B","vps26bl"
"727","Nfu_g_1_000727","IL10RA","il10ra"
"728","Nfu_g_1_000728","","zgc:162608"
"729","Nfu_g_1_000729","",""
"730","Nfu_g_1_000730","GFM1","gfm1"
"731","Nfu_g_1_000731","MLL","mll"
"732","Nfu_g_1_000732","","CABZ01074435.1"
"733","Nfu_g_1_000733","ARFIP2A","arfip2a"
"734","Nfu_g_1_000734","V2RL1","v2rl1"
"735","Nfu_g_1_000735","MBNL1 (1 OF 2)","mbnl2"
"736","Nfu_g_1_000736","CADM1B","cadm1b"
"737","Nfu_g_1_000737","CENPE","CENPE"
"738","Nfu_g_1_000738","RNMTL1","rnmtl1a"
"739","Nfu_g_1_000739","","BX572077.3"
"740","Nfu_g_1_000740","PHKG1","phkg1a"
"741","Nfu_g_1_000741","ANAPC15","ANAPC15"
"742","Nfu_g_1_000742","RCSD1 (1 OF 2)","RCSD1 (1 of 2)"
"743","Nfu_g_1_000743","MB21D2B","LRFN1"
"744","Nfu_g_1_000744","SLC46A1","slc46a1"
"745","Nfu_g_1_000745","GRK7 (1 OF 2)","grk7b"
"746","Nfu_g_1_000746","",""
"747","Nfu_g_1_000747","BX530409.1","nbeaa"
"748","Nfu_g_1_000748","PRKRIRB","prkrirb"
"749","Nfu_g_1_000749","TMEM160","tmem160"
"750","Nfu_g_1_000750","DDX6","ddx6"
"751","Nfu_g_1_000751","ECH1","ech1"
"752","Nfu_g_1_000752","HMGB1B","hmgb1a"
"753","Nfu_g_1_000753","ARL14","arf6b"
"754","Nfu_g_1_000754","SMIM8","C20H6orf162"
"755","Nfu_g_1_000755","CABZ01079490.1","CABZ01079490.1"
"756","Nfu_g_1_000756","PAFAH1B1A","pafah1b1b"
"757","Nfu_g_1_000757","HEPACAM","hepacam"
"758","Nfu_g_1_000758","METTL16","mettl16"
"759","Nfu_g_1_000759","ZFP36","ZFP36"
"760","Nfu_g_1_000760","GLTSCR1","gltscr1"
"761","Nfu_g_1_000761","DYNLL2A","dynll2a"
"762","Nfu_g_1_000762","","ighv5-7"
"763","Nfu_g_1_000763","",""
"764","Nfu_g_1_000764","",""
"765","Nfu_g_1_000765","CPEB4","cpeb4"
"766","Nfu_g_1_000766","SPNA2","spna2"
"767","Nfu_g_1_000767","STC2A","stc2a"
"768","Nfu_g_1_000768","STXBP4","STXBP4"
"769","Nfu_g_1_000769","OSBPL7","osbpl7"
"770","Nfu_g_1_000770","BOKA","boka"
"771","Nfu_g_1_000771","EVI5B","evi5b"
"772","Nfu_g_1_000772","DPT","dpt"
"773","Nfu_g_1_000773","PHYHIPLA","phyhiplb"
"774","Nfu_g_1_000774","ATP1B1 (1 OF 2)","atp1b1b"
"775","Nfu_g_1_000775","BX890577.2","SNED1"
"776","Nfu_g_1_000776","CCSER2 (2 OF 2)","FAM190B (2 of 2)"
"777","Nfu_g_1_000777","TTLL6","ttll6"
"778","Nfu_g_1_000778","","zgc:109982"
"779","Nfu_g_1_000779","SOX14","sox14"
"780","Nfu_g_1_000780","HTRA1B","htra1b"
"781","Nfu_g_1_000781","SRCAP","SRCAP"
"782","Nfu_g_1_000782","TCERG1L","TCERG1L"
"783","Nfu_g_1_000783","SLC1A7 (2 OF 2)","slc1a7a"
"784","Nfu_g_1_000784","NOC3L","noc3l"
"785","Nfu_g_1_000785","BX537277.1","BX537277.1"
"786","Nfu_g_1_000786","SKAP1","skap1"
"787","Nfu_g_1_000787","KCNJ16","KCNJ16"
"788","Nfu_g_1_000788","NUDT13","nudt13"
"789","Nfu_g_1_000789","MEP1B","mep1b"
"790","Nfu_g_1_000790","KCTD2","KCTD2"
"791","Nfu_g_1_000791","LRRC8C","lrrc8c"
"792","Nfu_g_1_000792","SYDE1","SYDE1"
"793","Nfu_g_1_000793","HID1 (2 OF 2)","C3H17orf28"
"794","Nfu_g_1_000794","FARP2","farp2"
"795","Nfu_g_1_000795","CDH2","cdh2"
"796","Nfu_g_1_000796","TMEM131","TMEM131"
"797","Nfu_g_1_000797","KIF20B (2 OF 2)","KIF20B"
"798","Nfu_g_1_000798","SRCIN1 (2 OF 2)","SRCIN1 (1 of 2)"
"799","Nfu_g_1_000799","DR1","dr1"
"800","Nfu_g_1_000800","LMNB2","lmnb2"
"801","Nfu_g_1_000801","LPP","lpp"
"802","Nfu_g_1_000802","RAD54L","rad54l"
"803","Nfu_g_1_000803","B3GNT5A","b3gnt5a"
"804","Nfu_g_1_000804","ECT2","ect2"
"805","Nfu_g_1_000805","MRPL10","mrpl10"
"806","Nfu_g_1_000806","MYO7B (1 OF 2)","MYO7B (1 of 2)"
"807","Nfu_g_1_000807","A1CF","a1cf"
"808","Nfu_g_1_000808","STX4","stx4"
"809","Nfu_g_1_000809","FAM171A2 (2 OF 2)","FAM171A2 (2 of 2)"
"810","Nfu_g_1_000810","ARF1L","arf1l"
"811","Nfu_g_1_000811","","si:ch73-334d15.1"
"812","Nfu_g_1_000812","ARHGAP39","arhgap39"
"813","Nfu_g_1_000813","CPT2","cpt2"
"814","Nfu_g_1_000814","INPP5D","INPP5D"
"815","Nfu_g_1_000815","si:dkey-113d16.9","si:dkey-282h22.5"
"816","Nfu_g_1_000816","","scinla"
"817","Nfu_g_1_000817","BAIAP2 (2 OF 2)","BAIAP2 (2 of 2)"
"818","Nfu_g_1_000818","ATAD1B","atad1b"
"819","Nfu_g_1_000819","PACRG","pacrg"
"820","Nfu_g_1_000820","SUN1","sun1"
"821","Nfu_g_1_000821","MFAP4 (2 OF 4)","mfap4"
"822","Nfu_g_1_000822","","ptena"
"823","Nfu_g_1_000823","NPLOC4","nploc4"
"824","Nfu_g_1_000824","FMNL1 (2 OF 2)","FMNL1 (1 of 2)"
"825","Nfu_g_1_000825","KIAA1107","si:ch73-389b16.2"
"826","Nfu_g_1_000826","LRRC41","LRRC41"
"827","Nfu_g_1_000827","SAP130A","sap130a"
"828","Nfu_g_1_000828","","si:ch211-209p16.2"
"829","Nfu_g_1_000829","OLA.1345","apnl"
"830","Nfu_g_1_000830","GLUL (1 OF 2)","glulb"
"831","Nfu_g_1_000831","AKR1A1B","akr1a1b"
"832","Nfu_g_1_000832","CHAD","chad"
"833","Nfu_g_1_000833","","zgc:172121"
"834","Nfu_g_1_000834","DPYSL4","dpysl4"
"835","Nfu_g_1_000835","","ebf3"
"836","Nfu_g_1_000836","ASB3","asb3"
"837","Nfu_g_1_000837","MSL1 (1 OF 2)","MSL1 (2 of 2)"
"838","Nfu_g_1_000838","C12H10ORF88","C12H10orf88"
"839","Nfu_g_1_000839","",""
"840","Nfu_g_1_000840","PRR15LB","prr15la"
"841","Nfu_g_1_000841","LIPF","lipf"
"842","Nfu_g_1_000842","","ABI3 (2 of 2)"
"843","Nfu_g_1_000843","HOXB3B","hoxb3a"
"844","Nfu_g_1_000844","","krt5"
"845","Nfu_g_1_000845","PBX1 (1 OF 2)","PBX1 (1 of 2)"
"846","Nfu_g_1_000846","SZT2","CABZ01069216.1"
"847","Nfu_g_1_000847","OXER1 (1 OF 4)","hcar1-3"
"848","Nfu_g_1_000848","HYI","hyi"
"849","Nfu_g_1_000849","",""
"850","Nfu_g_1_000850","","si:ch73-74h11.1"
"851","Nfu_g_1_000851","",""
"852","Nfu_g_1_000852","NME7","nme7"
"853","Nfu_g_1_000853","P4HA1 (2 OF 2)","p4ha1a"
"854","Nfu_g_1_000854","GPR142","GPR142"
"855","Nfu_g_1_000855","BX890577.1","BX890577.1"
"856","Nfu_g_1_000856","",""
"857","Nfu_g_1_000857","","BX005336.1"
"858","Nfu_g_1_000858","CCR10","ccr10"
"859","Nfu_g_1_000859","CU019652.1","hs2st1a"
"860","Nfu_g_1_000860","BIVM","bivm"
"861","Nfu_g_1_000861","EPHX4","ephx4"
"862","Nfu_g_1_000862","RAB40B","rab40b"
"863","Nfu_g_1_000863","H257_04667","si:rp71-68n21.9"
"864","Nfu_g_1_000864","MRPL55","MRPL55"
"865","Nfu_g_1_000865","PTPRFA","ptprfa"
"866","Nfu_g_1_000866","RPL36","rpl36"
"867","Nfu_g_1_000867","RPP30","rpp30"
"868","Nfu_g_1_000868","",""
"869","Nfu_g_1_000869","MINPP1B","minpp1b"
"870","Nfu_g_1_000870","GALR2","AL807798.1"
"871","Nfu_g_1_000871","BTBD17 (2 OF 2)","BTBD17 (2 of 2)"
"872","Nfu_g_1_000872","ANKFN1","ANKFN1 (1 of 2)"
"873","Nfu_g_1_000873","NDUFA11","ndufa11"
"874","Nfu_g_1_000874","NDEL1A","ndel1a"
"875","Nfu_g_1_000875","TMEM100","TMEM100 (1 of 2)"
"876","Nfu_g_1_000876","AZI1","AZI1 (2 of 2)"
"877","Nfu_g_1_000877","AATKB","aatkb"
"878","Nfu_g_1_000878","AMOTL2A","amotl2a"
"879","Nfu_g_1_000879","ACSF2 (2 OF 2)","acsf2"
"880","Nfu_g_1_000880","",""
"881","Nfu_g_1_000881","","apnl"
"882","Nfu_g_1_000882","TAF4B","taf4b"
"883","Nfu_g_1_000883","HEATR1","HEATR1 (2 of 2)"
"884","Nfu_g_1_000884","",""
"885","Nfu_g_1_000885","","CR847950.5"
"886","Nfu_g_1_000886","HOXB6B","hoxb6a"
"887","Nfu_g_1_000887","COX11","cox11"
"888","Nfu_g_1_000888","HLFB","hlfb"
"889","Nfu_g_1_000889","DOHH","dohh"
"890","Nfu_g_1_000890","","BX324155.1"
"891","Nfu_g_1_000891","BCL6A","bcl6a"
"892","Nfu_g_1_000892","BX005472.1","BX005472.1"
"893","Nfu_g_1_000893","OLA.1345","apnl"
"894","Nfu_g_1_000894","ADAM8B","adam8b"
"895","Nfu_g_1_000895","TMCO1","tmco1"
"896","Nfu_g_1_000896","TRIM16","trim16"
"897","Nfu_g_1_000897","BARHL2","barhl2"
"898","Nfu_g_1_000898","CABZ01073954.1","FADS6"
"899","Nfu_g_1_000899","MAP2K6 (1 OF 2)","map2k6"
"900","Nfu_g_1_000900","BRDT","brdt"
"901","Nfu_g_1_000901","PNPO","pnpo"
"902","Nfu_g_1_000902","KDM4A (1 OF 2)","KDM4A (2 of 2)"
"903","Nfu_g_1_000903","CTNS","ctns"
"904","Nfu_g_1_000904","","si:ch211-253b1.4"
"905","Nfu_g_1_000905","GADD45AB","gadd45ab"
"906","Nfu_g_1_000906","MRM1","mrm1"
"907","Nfu_g_1_000907","UHMK1","uhmk1"
"908","Nfu_g_1_000908","","si:dkey-98p3.7"
"909","Nfu_g_1_000909","AL929039.2","FBRS"
"910","Nfu_g_1_000910","LECT2","lect2l"
"911","Nfu_g_1_000911","OXLD1","OXLD1"
"912","Nfu_g_1_000912","MED8","med8"
"913","Nfu_g_1_000913","RFC4","rfc4"
"914","Nfu_g_1_000914","ALDH9A1 (1 OF 2)","aldh9a1a"
"915","Nfu_g_1_000915","SNF8","snf8"
"916","Nfu_g_1_000916","ARG1","ARG1 (2 of 2)"
"917","Nfu_g_1_000917","EPS15L1A","eps15l1a"
"918","Nfu_g_1_000918","ST6GALNAC2","st6galnac"
"919","Nfu_g_1_000919","","EPM2AIP1 (1 of 2)"
"920","Nfu_g_1_000920","PSD (3 OF 3)","PSD (3 of 3)"
"921","Nfu_g_1_000921","HOXB5 (1 OF 2)","hoxb5b"
"922","Nfu_g_1_000922","SMX5","smx5"
"923","Nfu_g_1_000923","SLC5A9","slc5a9"
"924","Nfu_g_1_000924","PLEKHA1 (2 OF 2)","PLEKHA1 (2 of 2)"
"925","Nfu_g_1_000925","NLGN1","nlgn1"
"926","Nfu_g_1_000926","NFE2L1 (1 OF 2)","NFE2L1 (1 of 2)"
"927","Nfu_g_1_000927","WAPAL (1 OF 2)","WAPAL (1 of 2)"
"928","Nfu_g_1_000928","GRB7","GRB7"
"929","Nfu_g_1_000929","TGFBR3","tgfbr3"
"930","Nfu_g_1_000930","CBX1B","cbx1b"
"931","Nfu_g_1_000931","SNX11","snx11"
"932","Nfu_g_1_000932","SCP2B","scp2b"
"933","Nfu_g_1_000933","","BX530070.1"
"934","Nfu_g_1_000934","SEC16B","si:dkey-44g17.5"
"935","Nfu_g_1_000935","KANSL1","KANSL1 (2 of 2)"
"936","Nfu_g_1_000936","TBL1XR1","TBL1XR1"
"937","Nfu_g_1_000937","OLA.23977","elovl6l"
"938","Nfu_g_1_000938","GLMNB","glmnb"
"939","Nfu_g_1_000939","ARHGAP44 (2 OF 2)","ARHGAP44 (1 of 2)"
"940","Nfu_g_1_000940","GRNB","grnb"
"941","Nfu_g_1_000941","SLC16A12B","slc16a12b"
"942","Nfu_g_1_000942","INPP5D","INPP5D"
"943","Nfu_g_1_000943","TUBGCP2","tubgcp2"
"944","Nfu_g_1_000944","ASAH2","asah2"
"945","Nfu_g_1_000945","KCTD15B","kctd1"
"946","Nfu_g_1_000946","KCNJ2 (1 OF 2)","KCNJ2 (1 of 2)"
"947","Nfu_g_1_000947","","ppp1r3cb"
"948","Nfu_g_1_000948","CALCOCO2","calcoco2"
"949","Nfu_g_1_000949","LRRC40","lrrc40"
"950","Nfu_g_1_000950","OLA.11169","CABZ01072083.1"
"951","Nfu_g_1_000951","STAMBPL1","STAMBPL1"
"952","Nfu_g_1_000952","C7ORF62","C12H7orf62"
"953","Nfu_g_1_000953","MEP1B","mep1b"
"954","Nfu_g_1_000954","KLHL30","KLHL30"
"955","Nfu_g_1_000955","MCF2L2","MCF2L2"
"956","Nfu_g_1_000956","ABCA5","abca5"
"957","Nfu_g_1_000957","CU179643.1","NAALADL2"
"958","Nfu_g_1_000958","","CU459092.1"
"959","Nfu_g_1_000959","CDK5RAP3","cdk5rap3"
"960","Nfu_g_1_000960","PLEKHA1 (2 OF 2)","PLEKHA1 (2 of 2)"
"961","Nfu_g_1_000961","DDX10","ddx10"
"962","Nfu_g_1_000962","","GRID1 (1 of 2)"
"963","Nfu_g_1_000963","",""
"964","Nfu_g_1_000964","GPR17","GPR17"
"965","Nfu_g_1_000965","CHERP","cherp"
"966","Nfu_g_1_000966","ZNF648","znf648"
"967","Nfu_g_1_000967","","BX511020.1"
